# Requirement-to-test traceability matrix. Owned by DOC-16 section 16; format per DOC-00 section 8.3.
# Generated by tools/generate_matrix.py from _traceability/requirements.csv and the source tree.
#
# Three cell values, because a blank and a gap are different things:
#   <value>          the artifact, cited by requirement identifier in the source
#   N/A (reason)     the requirement owes no artifact: superseded, or verified by a
#                    method that produces no code (design inspection, demonstration,
#                    code review, architecture review, penetration test)
#   MISSING (reason) no artifact of that kind cites the requirement -- this is a GAP.
#                    Some requirements legitimately need no table and no endpoint, which is
#                    why only the test_case_id column feeds a release gate. This tool cannot
#                    tell the two apart, and says MISSING rather than guessing N/A.
#
# Evidence is a requirement identifier cited in source. That means somebody wrote the
# identifier next to the code; it is coverage, not conformance.
#
# 'Passing' is per test CLASS, from the JUnit XML: Gradle writes @DisplayName into the
# name attribute, so the method name is absent from the results. A @Disabled method is
# detected in source and never counted as passing.
#
# Release gates: see _traceability/GAPS.md.
requirement_id,owning_doc,design_ref,schema_ref,api_ref,test_case_id,verification_method,status,notes
PRD-SBM-040,DOC-22,Ecosystem; VersionComparison; VersionOrdering,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),VersionComparisonCorpusTest#patchEcosystemsAreCovered; VersionComparisonCorpusTest#patchMetadataOverridesRange,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-041,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),VersionComparisonCorpusTest#<class-level citation>,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-042,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-043,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-044,DOC-22,MISSING (no main source file cites this requirement),"component_entry (table, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),CanonicalizationAndMatchRunTest#idempotencyOnTheFullKey,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-045,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-046,DOC-22,MatchRun,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),CanonicalizationAndMatchRunTest#queuePrecedenceIsTotal,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-047,DOC-22,MatchRun,"match_run (table, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-048,DOC-22,ClosureAuthority; MatchRun,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-049,DOC-22,MISSING (no main source file cites this requirement),"match_batch (table, V011__composition_analysis.sql); match_run (table, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-050,DOC-22,ClosureAuthority; MatchRun,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),CanonicalizationAndMatchRunTest#skipIsRecorded; ClosureAndCoverageTest#skippedRunClosesNothing,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-051,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-052,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority SHOULD_HAVE
PRD-SBM-053,DOC-22,ClosureAuthority; SbomIngestion,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),ClosureAndCoverageTest#<class-level citation>; ClosureAndCoverageTest#everyFailureOutcomeRefuses,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-054,DOC-22,ClosureAuthority,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-055,DOC-22,ClosureAuthority; MatchRun; SbomCoverageState,"match_run (table, V011__composition_analysis.sql); sbom_snapshot (table, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),CanonicalizationAndMatchRunTest#coveredEcosystemsReachTheGate; ClosureAndCoverageTest#refusalNamesEveryGap; ClosureAndCoverageTest#uncoveredEcosystemIsNotClosed; +2 more,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-056,DOC-22,ApplicationPages; CompositionPage; InventoryService; +3 more,"application_posture (view, V019__application_composition.sql); asset_sbom_state (view, V020__assurance_coverage.sql); rm_coverage_state (table, V012__read_models.sql); +1 more",MISSING (no API operation cites this requirement),ClosureAndCoverageTest#closureCannotBeGrantedWithoutADecision; KernelPersistenceVerificationTest#neverSubmittedAppearsInTheQueue; KernelPersistenceVerificationTest#neverSubmittedIsAProjectedStatus; +1 more,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-057,DOC-22,SbomCoverageState,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),ClosureAndCoverageTest#figuresCarryTheirQualifier,AUTOMATED_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
PRD-SBM-058,DOC-22,SbomCoverageState,"coverage_gaps (function, V011__composition_analysis.sql); sbom_coverage_state (table, V011__composition_analysis.sql)",MISSING (no API operation cites this requirement),ClosureAndCoverageTest#coverageGapsHaveAnOwner,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-059,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-060,DOC-22,SbomCoverageState,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),ClosureAndCoverageTest#coverageNotImprovableByExclusion,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-061,DOC-22,ClosureAuthority,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-062,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-063,DOC-22,ClosureAuthority,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),ClosureAndCoverageTest#staleIntelligenceRefusesClosure,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-064,DOC-22,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-SBM-065,DOC-22,ClosureAuthority,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),ClosureAndCoverageTest#<class-level citation>; ClosureAndCoverageTest#everyFailureModeRefusesClosure,AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
PRD-TEN-001,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-TEN-002,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-TEN-003,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-TEN-004,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-TEN-005,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-TEN-006,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-TEN-007,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-TEN-008,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-TEN-009,DOC-01,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-TEN-010,DOC-01,N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no code artifact is owed),N/A (verified by architecture review; the artifact is the review record; no automated test is owed),ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
PRD-UIX-001,DOC-08,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
PRD-UIX-002,DOC-08,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|MANUAL_TEST,Active,priority MUST_HAVE
PRD-UIX-003,DOC-08,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no automated test is owed),MANUAL_TEST,Active,priority MUST_HAVE
PRD-UIX-004,DOC-08,"N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no automated test is owed)",DEMONSTRATION,Active,priority MUST_HAVE
PRD-UIX-005,DOC-08,DataTable,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no automated test is owed),MANUAL_TEST,Active,priority MUST_HAVE
PRD-UIX-006,DOC-08,DesignSystem,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),InterfaceTest#themesAreDeclaredNotDerived; InterfaceTest#tokenNamesAreValidated; OperationManifestTest#writeManifest,AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-UIX-007,DOC-08,Page; Script,"N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no code artifact is owed)","N/A (verified by demonstration — a rehearsal or walkthrough, not a test; no automated test is owed)",DEMONSTRATION,Active,priority MUST_HAVE
PRD-UIX-008,DOC-08,N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no automated test is owed),CODE_REVIEW,Active,priority MUST_HAVE
PRD-UIX-009,DOC-08,OrganizationPages; Page,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-UIX-010,DOC-08,DesignSystem; InterfaceResource; Page,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
PRD-UIX-011,DOC-08,Page,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),InterfaceTest#scopeIsAlwaysVisible; OperationManifestTest#writeManifest,MANUAL_TEST,Active,priority MUST_HAVE
PRD-UIX-012,DOC-08,Page,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
PRD-UIX-013,DOC-08,ApplicationPages; AuthLayout; DesignSystem; +4 more,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),InterfaceTest#noPointerOnlyCapability; OperationManifestTest#writeManifest,AUTOMATED_TEST|MANUAL_TEST,Active,priority MUST_HAVE
PRD-UIX-014,DOC-08,RequestDetail,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no automated test is owed),MANUAL_TEST,Active,priority MUST_HAVE
PRD-UIX-015,DOC-08,N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no code artifact is owed),N/A (verified by manual test; no automated test is owed),MANUAL_TEST,Active,priority MUST_HAVE
